Category,Greenlee
Total_doses_administered,7381
Total_people_one_dose,4223
Total_people_complete,3310
Total_doses_ordered,9700
total_pouluation,10375
Male-65 years and older,495
Male-55-64 years,547
Male-45-54 years,438
Male-20-44 years,854
Male-Less than 20 years,39
Female-65 years and older,491
Female-55-64 years,395
Female-45-54 years,324
Female-20-44 years,620
Female-Less than 20 years,40
"Black or African American, non-Hispanic",0.0089983424106086
"Asian or Pacific Islander, non-Hispanic",0.0092351408950983
"American Indian or Alaska Native, non-Hispanic",0.0170494908832583
"Other Race, non-Hispanic",0.0194174757281553
"Unknown, non-Hispanic",0.0859578498697608
"White, non-Hispanic",0.4098981766516695
Hispanic or Latino,0.4494435235614493
