Category,Graham
Total_doses_administered,18327
Total_people_one_dose,10004
Total_people_complete,9085
Total_doses_ordered,18370
total_pouluation,38476
Male-65 years and older,1559
Male-55-64 years,878
Male-45-54 years,744
Male-20-44 years,1691
Male-Less than 20 years,125
Female-65 years and older,1941
Female-55-64 years,1004
Female-45-54 years,650
Female-20-44 years,1245
Female-Less than 20 years,157
"Black or African American, non-Hispanic",0.0030987604958017
"Asian or Pacific Islander, non-Hispanic",0.0032986805277889
Other Race,0.0289884046381447
"American Indian or Alaska Native, non-Hispanic",0.0763694522191124
Hispanic or Latino,0.1578368652538985
"White, non-Hispanic",0.2253098760495802
Unknown,0.5050979608156738
