Category,Arizona
Total_doses_administered,7053423
Total_people_complete,3413642
Total_doses_ordered,5255270
total_pouluation,7189020
Total_people_one_dose,3886821
Male-65 years and older,514310
Male-55-64 years,295380
Male-45-54 years,255241
Male-20-44 years,598850
Male-Less than 20 years,152603
Female-65 years and older,634651
Female-55-64 years,340540
Female-45-54 years,280606
Female-20-44 years,633845
Female-Less than 20 years,161389
"Black or African American, non-Hispanic",105062
"American Indian or Alaska Native, non-Hispanic",114321
"Asian or Pacific Islander, non-Hispanic",147306
Unknown,421904
Hispanic or Latino,644565
Other Race,656058
"White, non-Hispanic",1797605
