Category,Gila
Total_doses_administered,51561
Total_people_one_dose,28825
Total_people_complete,25398
Total_doses_ordered,36710
total_pouluation,55159
Male-65 years and older,5849
Male-55-64 years,2623
Male-45-54 years,1602
Male-20-44 years,3102
Male-Less than 20 years,714
Female-65 years and older,6208
Female-55-64 years,2901
Female-45-54 years,1706
Female-20-44 years,3223
Female-Less than 20 years,837
"Black or African American, non-Hispanic",94
"Asian or Pacific Islander, non-Hispanic",257
Hispanic or Latino,1294
Other Race,4795
Unknown,5389
"American Indian or Alaska Native, non-Hispanic",5732
"White, non-Hispanic",11264
