Category,Mohave
Total_doses_administered,152851
Total_people_one_dose,88025
Total_people_complete,72505
Total_doses_ordered,126950
total_pouluation,216985
Male-65 years and older,21402
Male-55-64 years,8328
Male-45-54 years,4232
Male-20-44 years,6962
Male-Less than 20 years,1148
Female-65 years and older,23846
Female-55-64 years,9715
Female-45-54 years,4482
Female-20-44 years,6454
Female-Less than 20 years,1300
"Black or African American, non-Hispanic",601
"American Indian or Alaska Native, non-Hispanic",890
"Asian or Pacific Islander, non-Hispanic",1263
Hispanic or Latino,6096
Unknown,14970
Other Race,15736
"White, non-Hispanic",48469
