Category,Maricopa
Total_doses_administered,2960506
Total_people_one_dose,1695551
Total_people_complete,1455169
Total_doses_ordered,1587440
total_pouluation,4367835
Male-65 years and older,178720
Male-55-64 years,125111
Male-45-54 years,123067
Male-20-44 years,282571
Male-Less than 20 years,75260
Female-65 years and older,232029
Female-55-64 years,144472
Female-45-54 years,137111
Female-20-44 years,307484
Female-Less than 20 years,77954
"American Indian or Alaska Native, non-Hispanic",36008
"Black or African American, non-Hispanic",64928
"Asian or Pacific Islander, non-Hispanic",80002
Unknown,168379
Other Race,259614
Hispanic or Latino,304428
"White, non-Hispanic",782192
