Category,Apache
Total_doses_administered,43479
Total_people_one_dose,24031
Total_people_complete,17093
total_pouluation,24031
Male-65 years and older,2426
Male-55-64 years,1665
Male-45-54 years,1287
Male-20-44 years,2994
Male-Less than 20 years,3372
Female-65 years and older,2866
Female-55-64 years,1807
Female-45-54 years,1305
Female-20-44 years,2826
Female-Less than 20 years,3475
"Black or African American, non-Hispanic",49
"Asian or Pacific Islander, non-Hispanic",107
Hispanic or Latino,520
Other Race,1031
Unknown,1068
"White, non-Hispanic",3492
"American Indian or Alaska Native, non-Hispanic",17764
