Category,La Paz
Total_doses_administered,16451
Total_people_one_dose,8440
Total_people_complete,7355
total_pouluation,8440
Male-65 years and older,2309
Male-55-64 years,590
Male-45-54 years,314
Male-20-44 years,644
Male-Less than 20 years,291
Female-65 years and older,2348
Female-55-64 years,702
Female-45-54 years,360
Female-20-44 years,567
Female-Less than 20 years,298
"Black or African American, non-Hispanic",37
"Asian or Pacific Islander, non-Hispanic",87
"American Indian or Alaska Native, non-Hispanic",449
Other Race,1119
Hispanic or Latino,1245
Unknown,1741
"White, non-Hispanic",3762
