Category,Graham
Total_doses_administered,40250
Total_people_one_dose,20256
Total_people_complete,18131
total_pouluation,20256
Male-65 years and older,2356
Male-55-64 years,1553
Male-45-54 years,1411
Male-20-44 years,3471
Male-Less than 20 years,992
Female-65 years and older,2847
Female-55-64 years,1698
Female-45-54 years,1372
Female-20-44 years,3468
Female-Less than 20 years,1076
"Asian or Pacific Islander, non-Hispanic",80
"Black or African American, non-Hispanic",87
Other Race,1269
Hispanic or Latino,3569
Unknown,3966
"American Indian or Alaska Native, non-Hispanic",5026
"White, non-Hispanic",6259
