date,deaths
2020-09-04,2
2020-09-03,1
2020-09-02,1
2020-09-01,3
2020-08-31,7
2020-08-30,5
2020-08-29,8
2020-08-28,14
2020-08-27,15
2020-08-26,18
2020-08-25,12
2020-08-24,16
2020-08-23,12
2020-08-22,20
2020-08-21,27
2020-08-20,17
2020-08-19,14
2020-08-18,27
2020-08-17,26
2020-08-16,31
2020-08-15,30
2020-08-14,30
2020-08-13,45
2020-08-12,33
2020-08-11,42
2020-08-10,41
2020-08-09,31
2020-08-08,28
2020-08-07,51
2020-08-06,47
2020-08-05,47
2020-08-04,54
2020-08-03,34
2020-08-02,53
2020-08-01,56
2020-07-31,44
2020-07-30,55
2020-07-29,54
2020-07-28,69
2020-07-27,63
2020-07-26,53
2020-07-25,60
2020-07-24,67
2020-07-23,72
2020-07-22,73
2020-07-21,69
2020-07-20,72
2020-07-19,77
2020-07-18,71
2020-07-17,97
2020-07-16,93
2020-07-15,94
2020-07-14,74
2020-07-13,75
2020-07-12,68
2020-07-11,67
2020-07-10,83
2020-07-09,80
2020-07-08,85
2020-07-07,81
2020-07-06,84
2020-07-05,68
2020-07-04,77
2020-07-03,61
2020-07-02,65
2020-07-01,63
2020-06-30,65
2020-06-29,51
2020-06-28,44
2020-06-27,51
2020-06-26,40
2020-06-25,57
2020-06-24,35
2020-06-23,44
2020-06-22,21
2020-06-21,33
2020-06-20,32
2020-06-19,42
2020-06-18,25
2020-06-17,27
2020-06-16,32
2020-06-15,34
2020-06-14,35
2020-06-13,34
2020-06-12,32
2020-06-11,26
2020-06-10,22
2020-06-09,26
2020-06-08,23
2020-06-07,29
2020-06-06,27
2020-06-05,20
2020-06-04,14
2020-06-03,28
2020-06-02,23
2020-06-01,12
2020-05-31,25
2020-05-30,15
2020-05-29,18
2020-05-28,29
2020-05-27,21
2020-05-26,21
2020-05-25,18
2020-05-24,16
2020-05-23,22
2020-05-22,19
2020-05-21,15
2020-05-20,12
2020-05-19,17
2020-05-18,14
2020-05-17,20
2020-05-16,22
2020-05-15,21
2020-05-14,21
2020-05-13,23
2020-05-12,15
2020-05-11,13
2020-05-10,20
2020-05-09,10
2020-05-08,24
2020-05-07,27
2020-05-06,20
2020-05-05,21
2020-05-04,19
2020-05-03,23
2020-05-02,13
2020-05-01,16
2020-04-30,28
2020-04-29,20
2020-04-28,14
2020-04-27,21
2020-04-26,14
2020-04-25,14
2020-04-24,12
2020-04-23,24
2020-04-22,14
2020-04-21,11
2020-04-20,23
2020-04-19,22
2020-04-18,15
2020-04-17,15
2020-04-16,17
2020-04-15,14
2020-04-14,18
2020-04-13,14
2020-04-12,18
2020-04-11,21
2020-04-10,15
2020-04-09,12
2020-04-08,10
2020-04-07,15
2020-04-06,12
2020-04-05,11
2020-04-04,6
2020-04-03,11
2020-04-02,6
2020-04-01,10
2020-03-31,13
2020-03-30,8
2020-03-29,6
2020-03-28,6
2020-03-27,7
2020-03-26,7
2020-03-25,4
2020-03-24,2
2020-03-23,5
2020-03-22,1
2020-03-21,1
2020-03-20,2
2020-03-19,2
2020-03-17,1
