Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7865204,36227,160599,129038,24263,9792,56806,18758,3445602,168278,82806,345200,1032138,74585,201392,234720
Total_people_complete,3773833,13484,78466,63356,12055,4753,27479,9190,1700247,80085,39449,176160,507129,37420,96966,111840
Total_doses_ordered,5422016,18600,110439,94500,21520,12630,38520,19400,1721227,136600,44665,202352,641256,49512,175366,153428
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4263482,20475,87651,71950,13473,5555,30771,10385,1948115,95476,46556,197356,572107,41316,114829,131196
Male-65 years and older,558944,2144,8379,11087,1734,576,6088,3222,209406,22501,7394,31857,77597,3707,24903,16461
Male-55-64 years,312747,1445,6272,5356,1054,638,2714,723,136900,8873,3773,14578,38605,2687,8875,9267
Male-45-54 years,277419,1136,5673,4015,969,567,1711,358,138160,4701,2730,13910,33907,3175,5274,8315
Male-20-44 years,672166,2780,17425,10622,2327,1240,3459,645,329931,8085,5830,33788,86128,8157,10523,25119
Male-Less than 20 years,180206,2619,3503,3030,508,130,872,237,92918,1566,3280,6764,23785,2866,2266,6453
Female-65 years and older,685253,2325,9467,13117,2191,546,6437,3117,266737,25011,8121,36408,101553,4483,31006,18608
Female-55-64 years,359314,1588,6971,6454,1216,429,3028,881,157521,10341,4062,15534,47396,2723,11301,9687
Female-45-54 years,302454,1163,5821,4574,888,404,1802,387,152293,5009,2707,12479,39526,2993,6143,8519
Female-20-44 years,706825,2596,19902,10525,1981,907,3603,563,356995,7541,5200,24713,97475,7554,10692,21517
Female-Less than 20 years,188281,2669,4141,3077,593,115,994,225,95218,1681,3423,6720,25126,2901,2529,6828
"Black or African American, non-Hispanic",119676,311,668,1380,80,50,100,36,76449,691,242,5893,11586,38,645,823
"American Indian or Alaska Native, non-Hispanic",128720,12031,18285,348,1137,105,6324,289,42220,999,16354,9473,12384,20,1205,1727
"Asian or Pacific Islander, non-Hispanic",156678,181,1330,1359,71,52,265,79,87300,1376,431,3543,14374,103,1506,808
Unknown,449702,1082,17224,9691,4235,528,5581,2759,187937,16255,2500,38955,83986,2400,27905,34338
Other Race,711624,1346,10055,10887,1019,152,5076,1182,299331,16486,8745,21447,73621,2091,17716,11850
Hispanic or Latino,735496,2033,6488,17612,2237,2421,1427,1209,360215,7053,2435,31711,138285,31680,7490,57732
"White, non-Hispanic",1961586,3491,33601,30673,4694,2247,11998,4831,894663,52616,15849,86334,237871,4984,58362,23918
