Category,Yavapai
Total_doses_administered,201392
Total_people_one_dose,114829
Total_people_complete,96966
Total_doses_ordered,175366
total_pouluation,232386
Male-65 years and older,24903
Male-55-64 years,8875
Male-45-54 years,5274
Male-20-44 years,10523
Male-Less than 20 years,2266
Female-65 years and older,31006
Female-55-64 years,11301
Female-45-54 years,6143
Female-20-44 years,10692
Female-Less than 20 years,2529
"Black or African American, non-Hispanic",645
"American Indian or Alaska Native, non-Hispanic",1205
"Asian or Pacific Islander, non-Hispanic",1506
Hispanic or Latino,7490
Other Race,17716
Unknown,27905
"White, non-Hispanic",58362
