Category,Apache
Total_doses_administered,36227
Total_people_one_dose,20475
Total_people_complete,13484
Total_doses_ordered,18600
total_pouluation,71808
Male-65 years and older,2144
Male-55-64 years,1445
Male-45-54 years,1136
Male-20-44 years,2780
Male-Less than 20 years,2619
Female-65 years and older,2325
Female-55-64 years,1588
Female-45-54 years,1163
Female-20-44 years,2596
Female-Less than 20 years,2669
"Asian or Pacific Islander, non-Hispanic",181
"Black or African American, non-Hispanic",311
Unknown,1082
Other Race,1346
Hispanic or Latino,2033
"White, non-Hispanic",3491
"American Indian or Alaska Native, non-Hispanic",12031
