Category,value
Hospitalizations,80035
Day,
Day_pct,
Apache,1098
Cochise,891
Coconino,1655
Gila,853
Graham,407
Greenlee,58
La Paz,308
Maricopa,50489
Mohave,2666
Navajo,2066
Pima,8670
Pinal,5322
Santa Cruz,618
Yavapai,2406
Yuma,2528
0_5,
Less than 20 years,2994
20-44 years,17072
45-54 years,11362
55-64 years,14658
65 years and older,33906
Male,42002
Female,37990
Missing,
"White, non-Hispanic",38306
Hispanic or Latino,25181
"American Indian or Alaska Native, non-Hispanic",5732
"Black or African American, non-Hispanic",3957
"Asian or Pacific Islander, non-Hispanic",1338
Other Race,3471
