Category,Navajo
Total_doses_administered,83211
Total_people_one_dose,43999
Total_people_complete,38191
total_pouluation,43999
Male-65 years and older,6909
Male-55-64 years,3382
Male-45-54 years,2476
Male-20-44 years,5312
Male-Less than 20 years,3218
Female-65 years and older,7814
Female-55-64 years,3855
Female-45-54 years,2476
Female-20-44 years,5149
Female-Less than 20 years,3373
"Black or African American, non-Hispanic",183
"Asian or Pacific Islander, non-Hispanic",353
Hispanic or Latino,2249
Unknown,2664
Other Race,7834
"White, non-Hispanic",13648
"American Indian or Alaska Native, non-Hispanic",17068
