Category,Yuma
Total_doses_administered,258243
Total_people_one_dose,137480
Total_people_complete,121149
total_pouluation,137480
Male-65 years and older,14844
Male-55-64 years,9691
Male-45-54 years,8663
Male-20-44 years,25780
Male-Less than 20 years,7968
Female-65 years and older,17352
Female-55-64 years,10338
Female-45-54 years,9523
Female-20-44 years,24364
Female-Less than 20 years,8503
"Black or African American, non-Hispanic",687
"Asian or Pacific Islander, non-Hispanic",1044
"American Indian or Alaska Native, non-Hispanic",1049
Other Race,15131
"White, non-Hispanic",28072
Unknown,30579
Hispanic or Latino,60918
