Category,Mohave
Total_doses_administered,157002
Total_people_one_dose,84111
Total_people_complete,72651
total_pouluation,84111
Male-65 years and older,19422
Male-55-64 years,7800
Male-45-54 years,4023
Male-20-44 years,6954
Male-Less than 20 years,1453
Female-65 years and older,21880
Female-55-64 years,9170
Female-45-54 years,4564
Female-20-44 years,7030
Female-Less than 20 years,1642
"Black or African American, non-Hispanic",521
"American Indian or Alaska Native, non-Hispanic",633
"Asian or Pacific Islander, non-Hispanic",1190
Hispanic or Latino,6466
Unknown,13362
Other Race,14977
"White, non-Hispanic",46962
