Category,Santa Cruz
Total_doses_administered,71819
Total_people_one_dose,40153
Total_people_complete,35974
Total_doses_ordered,49312
total_pouluation,53161
Male-65 years and older,3632
Male-55-64 years,2662
Male-45-54 years,3103
Male-20-44 years,7946
Male-Less than 20 years,2669
Female-65 years and older,4409
Female-55-64 years,2687
Female-45-54 years,2962
Female-20-44 years,7338
Female-Less than 20 years,2675
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",99
Other Race,2049
Unknown,2351
"White, non-Hispanic",4873
Hispanic or Latino,30728
