Category,Maricopa
Total_doses_administered,3144641
Total_people_one_dose,1793079
Total_people_complete,1548378
Total_doses_ordered,1638900
total_pouluation,4367835
Male-65 years and older,184378
Male-55-64 years,129878
Male-45-54 years,129995
Male-20-44 years,304099
Male-Less than 20 years,84645
Female-65 years and older,238578
Female-55-64 years,149484
Female-45-54 years,143702
Female-20-44 years,329547
Female-Less than 20 years,86946
"American Indian or Alaska Native, non-Hispanic",37994
"Black or African American, non-Hispanic",69646
"Asian or Pacific Islander, non-Hispanic",82875
Unknown,175242
Other Race,275746
Hispanic or Latino,330513
"White, non-Hispanic",821063
