Category,Mohave
Total_doses_administered,169991
Total_people_one_dose,86960
Total_people_complete,74574
total_pouluation,86960
Male-65 years and older,20124
Male-55-64 years,7971
Male-45-54 years,4139
Male-20-44 years,7207
Male-Less than 20 years,1633
Female-65 years and older,22474
Female-55-64 years,9349
Female-45-54 years,4697
Female-20-44 years,7342
Female-Less than 20 years,1850
"Black or African American, non-Hispanic",580
"American Indian or Alaska Native, non-Hispanic",689
"Asian or Pacific Islander, non-Hispanic",1289
Hispanic or Latino,6774
Unknown,11415
Other Race,14009
"White, non-Hispanic",52204
