Category,Santa Cruz
Total_doses_administered,74209
Total_people_one_dose,41143
Total_people_complete,37203
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3691
Male-55-64 years,2687
Male-45-54 years,3168
Male-20-44 years,8125
Male-Less than 20 years,2838
Female-65 years and older,4467
Female-55-64 years,2722
Female-45-54 years,2988
Female-20-44 years,7521
Female-Less than 20 years,2866
"American Indian or Alaska Native, non-Hispanic",19
"Black or African American, non-Hispanic",38
"Asian or Pacific Islander, non-Hispanic",101
Other Race,2087
Unknown,2398
"White, non-Hispanic",4966
Hispanic or Latino,31534
