Category,Gila
Total_doses_administered,56474
Total_people_one_dose,30606
Total_people_complete,27294
Total_doses_ordered,38520
total_pouluation,55159
Male-65 years and older,6054
Male-55-64 years,2705
Male-45-54 years,1703
Male-20-44 years,3428
Male-Less than 20 years,866
Female-65 years and older,6400
Female-55-64 years,3019
Female-45-54 years,1792
Female-20-44 years,3583
Female-Less than 20 years,993
"Black or African American, non-Hispanic",101
"Asian or Pacific Islander, non-Hispanic",264
Hispanic or Latino,1426
Other Race,5050
Unknown,5571
"American Indian or Alaska Native, non-Hispanic",6292
"White, non-Hispanic",11902
