Category,Yavapai
Total_doses_administered,200156
Total_people_one_dose,114164
Total_people_complete,96314
Total_doses_ordered,175366
total_pouluation,232386
Male-65 years and older,24754
Male-55-64 years,8841
Male-45-54 years,5243
Male-20-44 years,10417
Male-Less than 20 years,2262
Female-65 years and older,30849
Female-55-64 years,11254
Female-45-54 years,6113
Female-20-44 years,10603
Female-Less than 20 years,2513
"Black or African American, non-Hispanic",641
"American Indian or Alaska Native, non-Hispanic",1192
"Asian or Pacific Islander, non-Hispanic",1498
Hispanic or Latino,7425
Other Race,17586
Unknown,27856
"White, non-Hispanic",57966
