Category,Pinal
Total_doses_administered,342458
Total_people_one_dose,195539
Total_people_complete,174456
Total_doses_ordered,202352
total_pouluation,455210
Male-65 years and older,31511
Male-55-64 years,14496
Male-45-54 years,13802
Male-20-44 years,33410
Male-Less than 20 years,6706
Female-65 years and older,36010
Female-55-64 years,15439
Female-45-54 years,12397
Female-20-44 years,24495
Female-Less than 20 years,6669
"Asian or Pacific Islander, non-Hispanic",3502
"Black or African American, non-Hispanic",5795
"American Indian or Alaska Native, non-Hispanic",9411
Other Race,21187
Hispanic or Latino,31467
Unknown,38738
"White, non-Hispanic",85439
