Category,Coconino
Total_doses_administered,159444
Total_people_one_dose,87202
Total_people_complete,78071
Total_doses_ordered,110439
total_pouluation,147275
Male-65 years and older,8286
Male-55-64 years,6251
Male-45-54 years,5649
Male-20-44 years,17353
Male-Less than 20 years,3492
Female-65 years and older,9374
Female-55-64 years,6943
Female-45-54 years,5792
Female-20-44 years,19830
Female-Less than 20 years,4135
"Black or African American, non-Hispanic",661
"Asian or Pacific Islander, non-Hispanic",1322
Hispanic or Latino,6452
Other Race,10018
Unknown,17217
"American Indian or Alaska Native, non-Hispanic",18209
"White, non-Hispanic",33323
