Category,Navajo
Total_doses_administered,82224
Total_people_one_dose,46271
Total_people_complete,39141
Total_doses_ordered,44665
total_pouluation,112825
Male-65 years and older,7345
Male-55-64 years,3764
Male-45-54 years,2713
Male-20-44 years,5790
Male-Less than 20 years,3254
Female-65 years and older,8063
Female-55-64 years,4051
Female-45-54 years,2691
Female-20-44 years,5160
Female-Less than 20 years,3404
"Black or African American, non-Hispanic",240
"Asian or Pacific Islander, non-Hispanic",430
Hispanic or Latino,2427
Unknown,2492
Other Race,8701
"White, non-Hispanic",15743
"American Indian or Alaska Native, non-Hispanic",16238
