Category,Arizona
Total_doses_administered,11000523
Total_people_complete,4290484
total_pouluation,7189020
Total_people_one_dose,5003684
Male-65 years and older,596620
Male-55-64 years,345608
Male-45-54 years,314177
Male-20-44 years,795204
Male-Less than 20 years,321542
Female-65 years and older,723615
Female-55-64 years,392480
Female-45-54 years,338016
Female-20-44 years,830724
Female-Less than 20 years,325891
"Black or African American, non-Hispanic",154683
"Asian or Pacific Islander, non-Hispanic",192266
"American Indian or Alaska Native, non-Hispanic",225710
Unknown,451248
Other Race,696552
Hispanic or Latino,984667
"White, non-Hispanic",2298558
