Category,Mohave
Total_doses_administered,205379
Total_people_one_dose,95395
Total_people_complete,81057
total_pouluation,95395
Male-65 years and older,22024
Male-55-64 years,8592
Male-45-54 years,4527
Male-20-44 years,8132
Male-Less than 20 years,2114
Female-65 years and older,24042
Female-55-64 years,9957
Female-45-54 years,5070
Female-20-44 years,8415
Female-Less than 20 years,2340
"Black or African American, non-Hispanic",680
"American Indian or Alaska Native, non-Hispanic",801
"Asian or Pacific Islander, non-Hispanic",1488
Hispanic or Latino,8003
Unknown,11723
Other Race,14911
"White, non-Hispanic",57789
