Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,11000523,79547,216862,194983,43084,10351,61762,19287,6401829,205379,122849,549150,1775007,134711,286355,365388
Total_people_complete,4290484,30432,84175,76742,17329,4087,24180,7822,2525664,81057,47827,221597,679036,51471,110442,142720
total_pouluation,7189020,35135,94510,92051,19330,4528,27435,9369,2850814,95395,55825,250366,781810,67814,129401,176368
Total_people_one_dose,5003684,35135,94510,92051,19330,4528,27435,9369,2850814,95395,55825,250366,781810,67814,129401,176368
Male-65 years and older,596620,3150,8509,12104,2004,518,6016,2536,300737,22024,7803,39341,92929,4854,28642,18280
Male-55-64 years,345608,2349,6065,6041,1369,391,2261,654,198337,8592,3940,17563,50312,3591,10082,11411
Male-45-54 years,314177,1918,5812,4864,1321,338,1295,336,194226,4527,3023,15393,44378,3890,5534,9950
Male-20-44 years,795204,4853,17673,13152,3284,814,2610,719,470920,8132,6881,37234,120371,10312,11421,31487
Male-Less than 20 years,321542,4825,6934,7403,1318,248,946,420,180517,2114,5490,13084,54583,9858,3360,15453
Female-65 years and older,723615,3817,9514,14127,2486,525,6387,2509,375084,24042,8852,44902,119471,5923,34570,20839
Female-55-64 years,392480,2548,6748,7140,1512,319,2661,768,222265,9957,4454,20096,59947,4067,12695,12216
Female-45-54 years,338016,1967,5783,5465,1248,335,1443,388,209854,5070,3055,15685,50006,4323,6587,10913
Female-20-44 years,830724,4769,20190,13953,3328,782,2774,632,503063,8415,6747,33479,132567,11126,11575,29171
Female-Less than 20 years,325891,4928,7103,7695,1449,256,987,389,181649,2340,5541,12978,55615,9726,3718,15913
"Black or African American, non-Hispanic",154683,70,832,1724,84,55,98,42,113416,680,231,9360,18280,62,660,925
"Asian or Pacific Islander, non-Hispanic",192266,167,1750,1603,68,51,226,93,145598,1488,421,5006,23414,188,1676,1293
"American Indian or Alaska Native, non-Hispanic",225710,27808,24264,394,5888,128,2994,568,56176,801,26410,10770,16669,55,1560,1273
Unknown,451248,1227,11255,11230,3827,302,4518,1946,193019,11723,2623,30213,68354,7388,18990,30969
Other Race,696552,1249,8111,12736,870,99,4432,1217,446429,14911,6548,29705,95031,3695,19093,22094
Hispanic or Latino,984667,668,7734,28975,2884,2049,1609,1420,504947,8003,2868,42827,204343,48713,9373,81661
"White, non-Hispanic",2298558,3946,40564,35389,5709,1844,13558,4083,1391229,57789,16724,122485,355719,7713,78049,38153
