Category,Navajo
Total_doses_administered,122849
Total_people_one_dose,55825
Total_people_complete,47827
total_pouluation,55825
Male-65 years and older,7803
Male-55-64 years,3940
Male-45-54 years,3023
Male-20-44 years,6881
Male-Less than 20 years,5490
Female-65 years and older,8852
Female-55-64 years,4454
Female-45-54 years,3055
Female-20-44 years,6747
Female-Less than 20 years,5541
"Black or African American, non-Hispanic",231
"Asian or Pacific Islander, non-Hispanic",421
Unknown,2623
Hispanic or Latino,2868
Other Race,6548
"White, non-Hispanic",16724
"American Indian or Alaska Native, non-Hispanic",26410
