Category,Arizona
Total_doses_administered,6363434
Total_people_complete,3102335
Total_doses_ordered,5197470
total_pouluation,7189020
Total_people_one_dose,3531405
Male-65 years and older,496503
Male-55-64 years,277464
Male-45-54 years,231229
Male-20-44 years,525627
Male-Less than 20 years,110984
Female-65 years and older,613223
Female-55-64 years,323686
Female-45-54 years,257427
Female-20-44 years,563531
Female-Less than 20 years,120918
"Black or African American, non-Hispanic",0.0257880362065523
"American Indian or Alaska Native, non-Hispanic",0.0265319327576418
"Asian or Pacific Islander, non-Hispanic",0.0389856162065807
Unknown,0.1071692428367746
Hispanic or Latino,0.1502019734355023
Other Race,0.174906304997586
"White, non-Hispanic",0.4764168935593624
