Category,Santa Cruz
Total_doses_administered,62320
Total_people_one_dose,34469
Total_people_complete,30921
Total_doses_ordered,48042
total_pouluation,53161
Male-65 years and older,3505
Male-55-64 years,2477
Male-45-54 years,2814
Male-20-44 years,6542
Male-Less than 20 years,1878
Female-65 years and older,4225
Female-55-64 years,2532
Female-45-54 years,2669
Female-20-44 years,5860
Female-Less than 20 years,1900
"American Indian or Alaska Native, non-Hispanic",0.0004061620586614
"Black or African American, non-Hispanic",0.0006672662392295
"Asian or Pacific Islander, non-Hispanic",0.0026110418056805
Other Race,0.0511474078157185
Unknown,0.0612144245553976
"White, non-Hispanic",0.1321187153674316
Hispanic or Latino,0.751834982157881
