Category,Yuma
Total_doses_administered,180412
Total_people_one_dose,101190
Total_people_complete,85632
Total_doses_ordered,132562
total_pouluation,229957
Male-65 years and older,15269
Male-55-64 years,8038
Male-45-54 years,6839
Male-20-44 years,17613
Male-Less than 20 years,2361
Female-65 years and older,17317
Female-55-64 years,8642
Female-45-54 years,7105
Female-20-44 years,15053
Female-Less than 20 years,2652
"Black or African American, non-Hispanic",0.0054254372961755
"Asian or Pacific Islander, non-Hispanic",0.0061270876568831
"American Indian or Alaska Native, non-Hispanic",0.0135882992390552
Other Race,0.0876371182923214
"White, non-Hispanic",0.1848700464472774
Unknown,0.2981717561023817
Hispanic or Latino,0.4041802549659057
