Category,La Paz
Total_doses_administered,16708
Total_people_one_dose,9152
Total_people_complete,8224
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,3053
Male-55-64 years,653
Male-45-54 years,290
Male-20-44 years,452
Male-Less than 20 years,90
Female-65 years and older,2947
Female-55-64 years,820
Female-45-54 years,325
Female-20-44 years,417
Female-Less than 20 years,91
"Black or African American, non-Hispanic",0.0024038461538462
"Asian or Pacific Islander, non-Hispanic",0.0073208041958042
"American Indian or Alaska Native, non-Hispanic",0.0158435314685315
Hispanic or Latino,0.0977928321678322
Other Race,0.1145104895104895
Unknown,0.2748033216783217
"White, non-Hispanic",0.4873251748251748
