Category,Yuma
Total_doses_administered,251477
Total_people_one_dose,135818
Total_people_complete,117638
total_pouluation,135818
Male-65 years and older,14669
Male-55-64 years,9580
Male-45-54 years,8565
Male-20-44 years,25268
Male-Less than 20 years,7876
Female-65 years and older,17194
Female-55-64 years,10267
Female-45-54 years,9458
Female-20-44 years,24073
Female-Less than 20 years,8417
"Black or African American, non-Hispanic",681
"American Indian or Alaska Native, non-Hispanic",1033
"Asian or Pacific Islander, non-Hispanic",1040
Other Race,14947
"White, non-Hispanic",27782
Unknown,30148
Hispanic or Latino,60187
