Category,Maricopa
Total_doses_administered,4749703
Total_people_one_dose,2447976
Total_people_complete,2166016
total_pouluation,2447976
Male-65 years and older,272421
Male-55-64 years,180131
Male-45-54 years,173499
Male-20-44 years,409390
Male-Less than 20 years,110271
Female-65 years and older,341663
Female-55-64 years,203589
Female-45-54 years,189043
Female-20-44 years,439061
Female-Less than 20 years,114512
"American Indian or Alaska Native, non-Hispanic",44932
"Black or African American, non-Hispanic",88526
"Asian or Pacific Islander, non-Hispanic",117078
Unknown,185985
Hispanic or Latino,393408
Other Race,447139
"White, non-Hispanic",1170908
