Category,Mohave
Total_doses_administered,151513
Total_people_one_dose,83019
Total_people_complete,70363
total_pouluation,83019
Male-65 years and older,19119
Male-55-64 years,7731
Male-45-54 years,3976
Male-20-44 years,6822
Male-Less than 20 years,1430
Female-65 years and older,21630
Female-55-64 years,9099
Female-45-54 years,4511
Female-20-44 years,6922
Female-Less than 20 years,1607
"Black or African American, non-Hispanic",515
"American Indian or Alaska Native, non-Hispanic",609
"Asian or Pacific Islander, non-Hispanic",1184
Hispanic or Latino,6355
Unknown,12942
Other Race,14948
"White, non-Hispanic",46466
