Category,value
Hospitalizations,79081
Yuma,2518
Yavapai,2344
Santa Cruz,611
Pinal,5279
Pima,8543
Navajo,2039
Mohave,2627
Maricopa,49933
La Paz,302
Greenlee,58
Graham,400
Gila,843
Coconino,1628
Cochise,873
Apache,1083
Male,41503
Female,37535
65 years and older,33522
55-64 years,14480
45-54 years,11219
20-44 years,16867
Less than 20 years,2950
Unknown,2035
Other Race,3433
"Asian or Pacific Islander, non-Hispanic",1329
"Black or African American, non-Hispanic",3911
"American Indian or Alaska Native, non-Hispanic",5685
Hispanic or Latino,24923
"White, non-Hispanic",37765
