Category,Yavapai
Total_doses_administered,198257
Total_people_one_dose,108621
Total_people_complete,92250
total_pouluation,108621
Male-65 years and older,23882
Male-55-64 years,8680
Male-45-54 years,4740
Male-20-44 years,9414
Male-Less than 20 years,2206
Female-65 years and older,29787
Female-55-64 years,11073
Female-45-54 years,5625
Female-20-44 years,9548
Female-Less than 20 years,2518
"Black or African American, non-Hispanic",482
"American Indian or Alaska Native, non-Hispanic",1218
"Asian or Pacific Islander, non-Hispanic",1231
Hispanic or Latino,7149
Other Race,16996
Unknown,24874
"White, non-Hispanic",56671
