Category,Navajo
Total_doses_administered,80267
Total_people_one_dose,43275
Total_people_complete,36002
total_pouluation,43275
Male-65 years and older,6816
Male-55-64 years,3330
Male-45-54 years,2434
Male-20-44 years,5229
Male-Less than 20 years,3145
Female-65 years and older,7696
Female-55-64 years,3796
Female-45-54 years,2433
Female-20-44 years,5039
Female-Less than 20 years,3324
"Black or African American, non-Hispanic",182
"Asian or Pacific Islander, non-Hispanic",355
Hispanic or Latino,2203
Unknown,2466
Other Race,7895
"White, non-Hispanic",13447
"American Indian or Alaska Native, non-Hispanic",16727
