date,hospitalizations
2021-01-09,5
2021-01-08,85
2021-01-07,237
2021-01-06,419
2021-01-05,465
2021-01-04,496
2021-01-03,450
2021-01-02,449
2021-01-01,467
2020-12-31,459
2020-12-30,437
2020-12-29,483
2020-12-28,501
2020-12-27,473
2020-12-26,463
2020-12-25,392
2020-12-24,413
2020-12-23,495
2020-12-22,465
2020-12-21,525
2020-12-20,444
2020-12-19,411
2020-12-18,401
2020-12-17,449
2020-12-16,404
2020-12-15,443
2020-12-14,467
2020-12-13,342
2020-12-12,319
2020-12-11,333
2020-12-10,319
2020-12-09,423
2020-12-08,406
2020-12-07,469
2020-12-06,346
2020-12-05,328
2020-12-04,344
2020-12-03,331
2020-12-02,376
2020-12-01,352
2020-11-30,344
2020-11-29,297
2020-11-28,311
2020-11-27,291
2020-11-26,233
2020-11-25,280
2020-11-24,273
2020-11-23,297
2020-11-22,234
2020-11-21,235
2020-11-20,213
2020-11-19,236
2020-11-18,203
2020-11-17,231
2020-11-16,196
2020-11-15,152
2020-11-14,187
2020-11-13,178
2020-11-12,138
2020-11-11,150
2020-11-10,143
2020-11-09,134
2020-11-08,109
2020-11-07,100
2020-11-06,136
2020-11-05,141
2020-11-04,110
2020-11-03,94
2020-11-02,106
2020-11-01,84
2020-10-31,96
2020-10-30,99
2020-10-29,88
2020-10-28,92
2020-10-27,89
2020-10-26,84
2020-10-25,68
2020-10-24,71
2020-10-23,78
2020-10-22,77
2020-10-21,76
2020-10-20,78
2020-10-19,80
2020-10-18,52
2020-10-17,55
2020-10-16,62
2020-10-15,60
2020-10-14,55
2020-10-13,55
2020-10-12,65
2020-10-11,53
2020-10-10,47
2020-10-09,49
2020-10-08,43
2020-10-07,49
2020-10-06,46
2020-10-05,49
2020-10-04,41
2020-10-03,41
2020-10-02,41
2020-10-01,37
2020-09-30,39
2020-09-29,29
2020-09-28,44
2020-09-27,41
2020-09-26,34
2020-09-25,29
2020-09-24,35
2020-09-23,24
2020-09-22,30
2020-09-21,33
2020-09-20,31
2020-09-19,21
2020-09-18,23
2020-09-17,31
2020-09-16,22
2020-09-15,26
2020-09-14,28
2020-09-13,16
2020-09-12,19
2020-09-11,24
2020-09-10,22
2020-09-09,25
2020-09-08,28
2020-09-07,29
2020-09-06,33
2020-09-05,25
2020-09-04,28
2020-09-03,28
2020-09-02,34
2020-09-01,28
2020-08-31,32
2020-08-30,32
2020-08-29,37
2020-08-28,37
2020-08-27,45
2020-08-26,48
2020-08-25,32
2020-08-24,37
2020-08-23,36
2020-08-22,39
2020-08-21,48
2020-08-20,63
2020-08-19,53
2020-08-18,61
2020-08-17,56
2020-08-16,51
2020-08-15,54
2020-08-14,54
2020-08-13,63
2020-08-12,71
2020-08-11,75
2020-08-10,70
2020-08-09,57
2020-08-08,76
2020-08-07,78
2020-08-06,83
2020-08-05,99
2020-08-04,116
2020-08-03,173
2020-08-02,136
2020-08-01,88
2020-07-31,164
2020-07-30,177
2020-07-29,145
2020-07-28,151
2020-07-27,195
2020-07-26,131
2020-07-25,162
2020-07-24,184
2020-07-23,245
2020-07-22,226
2020-07-21,240
2020-07-20,255
2020-07-19,252
2020-07-18,240
2020-07-17,239
2020-07-16,300
2020-07-15,326
2020-07-14,365
2020-07-13,384
2020-07-12,255
2020-07-11,271
2020-07-10,302
2020-07-09,268
2020-07-08,283
2020-07-07,298
2020-07-06,321
2020-07-05,298
2020-07-04,275
2020-07-03,288
2020-07-02,296
2020-07-01,315
2020-06-30,323
2020-06-29,291
2020-06-28,232
2020-06-27,248
2020-06-26,265
2020-06-25,264
2020-06-24,242
2020-06-23,241
2020-06-22,255
2020-06-21,205
2020-06-20,181
2020-06-19,226
2020-06-18,186
2020-06-17,173
2020-06-16,179
2020-06-15,190
2020-06-14,135
2020-06-13,144
2020-06-12,136
2020-06-11,134
2020-06-10,122
2020-06-09,136
2020-06-08,138
2020-06-07,110
2020-06-06,101
2020-06-05,105
2020-06-04,94
2020-06-03,107
2020-06-02,109
2020-06-01,111
2020-05-31,68
2020-05-30,71
2020-05-29,74
2020-05-28,73
2020-05-27,78
2020-05-26,76
2020-05-25,74
2020-05-24,61
2020-05-23,65
2020-05-22,75
2020-05-21,65
2020-05-20,62
2020-05-19,51
2020-05-18,69
2020-05-17,46
2020-05-16,50
2020-05-15,53
2020-05-14,72
2020-05-13,53
2020-05-12,59
2020-05-11,52
2020-05-10,37
2020-05-09,43
2020-05-08,62
2020-05-07,48
2020-05-06,56
2020-05-05,60
2020-05-04,52
2020-05-03,57
2020-05-02,47
2020-05-01,53
2020-04-30,57
2020-04-29,63
2020-04-28,51
2020-04-27,62
2020-04-26,44
2020-04-25,47
2020-04-24,54
2020-04-23,46
2020-04-22,45
2020-04-21,31
2020-04-20,69
2020-04-19,47
2020-04-18,50
2020-04-17,31
2020-04-16,47
2020-04-15,43
2020-04-14,49
2020-04-13,51
2020-04-12,38
2020-04-11,42
2020-04-10,46
2020-04-09,45
2020-04-08,53
2020-04-07,36
2020-04-06,58
2020-04-05,47
2020-04-04,44
2020-04-03,52
2020-04-02,35
2020-04-01,48
2020-03-31,56
2020-03-30,50
2020-03-29,41
2020-03-28,45
2020-03-27,40
2020-03-26,39
2020-03-25,46
2020-03-24,30
2020-03-23,44
2020-03-22,17
2020-03-21,19
2020-03-20,21
2020-03-19,18
2020-03-18,12
2020-03-17,13
2020-03-16,6
2020-03-15,10
2020-03-14,4
2020-03-13,6
2020-03-12,5
2020-03-11,3
2020-03-09,3
2020-03-08,1
2020-03-06,1
2020-03-05,1
2020-03-04,1
2020-03-03,1
2020-02-28,1
2020-02-21,1
2020-01-05,1
2020-01-04,2
2020-01-03,6
2020-01-02,1
