Category,Coconino
Total_doses_administered,204489
Total_people_one_dose,94756
Total_people_complete,81776
total_pouluation,94756
Male-65 years and older,9432
Male-55-64 years,6368
Male-45-54 years,5817
Male-20-44 years,17189
Male-Less than 20 years,6120
Female-65 years and older,10609
Female-55-64 years,7136
Female-45-54 years,5888
Female-20-44 years,19567
Female-Less than 20 years,6358
"Black or African American, non-Hispanic",787
"Asian or Pacific Islander, non-Hispanic",1636
Hispanic or Latino,7174
Other Race,8678
Unknown,12626
"American Indian or Alaska Native, non-Hispanic",22579
"White, non-Hispanic",41276
