Category,Yuma
Total_doses_administered,312946
Total_people_one_dose,157711
Total_people_complete,127314
total_pouluation,157711
Male-65 years and older,16691
Male-55-64 years,10518
Male-45-54 years,9228
Male-20-44 years,28154
Male-Less than 20 years,12414
Female-65 years and older,19259
Female-55-64 years,11222
Female-45-54 years,10170
Female-20-44 years,26533
Female-Less than 20 years,12919
"Black or African American, non-Hispanic",833
"American Indian or Alaska Native, non-Hispanic",1163
"Asian or Pacific Islander, non-Hispanic",1216
Other Race,18940
Unknown,29486
"White, non-Hispanic",34630
Hispanic or Latino,71443
