Category,Gila
Total_doses_administered,55809
Total_people_one_dose,26082
Total_people_complete,22914
total_pouluation,26082
Male-65 years and older,5826
Male-55-64 years,2228
Male-45-54 years,1260
Male-20-44 years,2407
Male-Less than 20 years,716
Female-65 years and older,6218
Female-55-64 years,2609
Female-45-54 years,1396
Female-20-44 years,2576
Female-Less than 20 years,788
"Black or African American, non-Hispanic",89
"Asian or Pacific Islander, non-Hispanic",206
Hispanic or Latino,1436
"American Indian or Alaska Native, non-Hispanic",2653
Other Race,4159
Unknown,4603
"White, non-Hispanic",12936
