Category,Arizona
Total_doses_administered,9652532
Total_people_complete,3937828
total_pouluation,7189020
Total_people_one_dose,4649267
Male-65 years and older,567442
Male-55-64 years,330007
Male-45-54 years,297788
Male-20-44 years,739578
Male-Less than 20 years,264172
Female-65 years and older,690135
Female-55-64 years,375478
Female-45-54 years,320699
Female-20-44 years,773284
Female-Less than 20 years,270742
"Black or African American, non-Hispanic",140118
"Asian or Pacific Islander, non-Hispanic",177191
"American Indian or Alaska Native, non-Hispanic",199367
Unknown,426257
Other Race,666314
Hispanic or Latino,864864
"White, non-Hispanic",2175156
