Category,Navajo
Total_doses_administered,99691
Total_people_one_dose,49091
Total_people_complete,40496
total_pouluation,49091
Male-65 years and older,7338
Male-55-64 years,3574
Male-45-54 years,2712
Male-20-44 years,5809
Male-Less than 20 years,4362
Female-65 years and older,8264
Female-55-64 years,4113
Female-45-54 years,2714
Female-20-44 years,5690
Female-Less than 20 years,4479
"Black or African American, non-Hispanic",205
"Asian or Pacific Islander, non-Hispanic",359
Unknown,2326
Hispanic or Latino,2494
Other Race,6312
"White, non-Hispanic",16006
"American Indian or Alaska Native, non-Hispanic",21389
