Category,Maricopa
Total_doses_administered,5587806
Total_people_one_dose,2648931
Total_people_complete,2304141
total_pouluation,2648931
Male-65 years and older,285906
Male-55-64 years,188776
Male-45-54 years,183227
Male-20-44 years,438623
Male-Less than 20 years,148579
Female-65 years and older,357168
Female-55-64 years,212399
Female-45-54 years,198559
Female-20-44 years,469754
Female-Less than 20 years,151471
"American Indian or Alaska Native, non-Hispanic",51825
"Black or African American, non-Hispanic",102399
"Asian or Pacific Islander, non-Hispanic",134052
Unknown,178822
Other Race,427782
Hispanic or Latino,445454
"White, non-Hispanic",1308597
