Category,Graham
Total_doses_administered,41043
Total_people_one_dose,20462
Total_people_complete,18228
total_pouluation,20462
Male-65 years and older,2361
Male-55-64 years,1559
Male-45-54 years,1418
Male-20-44 years,3504
Male-Less than 20 years,1023
Female-65 years and older,2858
Female-55-64 years,1702
Female-45-54 years,1385
Female-20-44 years,3520
Female-Less than 20 years,1120
"Asian or Pacific Islander, non-Hispanic",82
"Black or African American, non-Hispanic",88
Other Race,1279
Hispanic or Latino,3625
Unknown,3993
"American Indian or Alaska Native, non-Hispanic",5081
"White, non-Hispanic",6314
