Category,Apache
Total_doses_administered,55684
Total_people_one_dose,27796
Total_people_complete,22119
total_pouluation,27796
Male-65 years and older,2710
Male-55-64 years,1966
Male-45-54 years,1575
Male-20-44 years,3682
Male-Less than 20 years,3647
Female-65 years and older,3262
Female-55-64 years,2099
Female-45-54 years,1541
Female-20-44 years,3586
Female-Less than 20 years,3720
"Black or African American, non-Hispanic",58
"Asian or Pacific Islander, non-Hispanic",128
Hispanic or Latino,550
Unknown,1080
Other Race,1095
"White, non-Hispanic",3588
"American Indian or Alaska Native, non-Hispanic",21297
