Category,Santa Cruz
Total_doses_administered,102199
Total_people_one_dose,53661
Total_people_complete,43500
total_pouluation,53661
Male-65 years and older,4587
Male-55-64 years,3186
Male-45-54 years,3330
Male-20-44 years,8864
Male-Less than 20 years,5747
Female-65 years and older,5541
Female-55-64 years,3455
Female-45-54 years,3595
Female-20-44 years,9129
Female-Less than 20 years,6146
"Black or African American, non-Hispanic",55
"American Indian or Alaska Native, non-Hispanic",56
"Asian or Pacific Islander, non-Hispanic",183
Other Race,3413
Unknown,3490
"White, non-Hispanic",7349
Hispanic or Latino,39115
