Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9035685,55684,190157,150053,41043,8610,52943,16789,5255894,173290,93704,485256,1461097,102199,230711,288122
Total_people_complete,430133,22119,80775,65428,18228,3692,22687,7413,2274969,74981,39903,216398,620079,43500,97096,124625
total_pouluation,7189020,27796,92026,77333,20462,4208,25547,8554,2577688,87701,47304,244555,705808,53661,114528,149543
Total_people_one_dose,4494260,27796,92026,77333,20462,4208,25547,8554,2577688,87701,47304,244555,705808,53661,114528,149543
Male-65 years and older,553192,2710,9253,10920,2361,506,5724,2330,281050,20295,7201,35998,90296,4587,25342,15556
Male-55-64 years,321595,1966,6228,5335,1559,369,2202,591,185439,8036,3512,18004,47188,3186,8989,10074
Male-45-54 years,290516,1575,5682,4163,1418,322,1239,317,179736,4173,2637,16492,40580,3330,4925,8981
Male-20-44 years,718668,3682,16784,11225,3504,765,2354,649,428342,7284,5629,37419,108565,8864,9953,27231
Male-Less than 20 years,238255,3647,5574,4735,1023,178,655,312,135261,1677,3924,11439,39041,5747,2706,11121
Female-65 years and older,674935,3262,10451,12883,2858,507,6127,2367,351622,22600,8127,41548,116361,5541,31058,18040
Female-55-64 years,366468,2099,7027,6372,1702,317,2573,709,208870,9389,4044,20306,56605,3455,11397,10777
Female-45-54 years,313669,1541,5783,4677,1385,319,1387,363,195200,4734,2644,16793,46123,3595,5886,9867
Female-20-44 years,751401,3586,19119,11862,3520,738,2507,577,459122,7454,5531,34462,119216,9129,10150,25716
Female-Less than 20 years,245810,3720,5862,5062,1120,185,721,321,138608,1883,4020,11346,40387,6146,2974,11636
"Black or African American, non-Hispanic",135168,58,759,1519,88,46,87,38,99012,589,198,8901,15869,55,531,798
"Asian or Pacific Islander, non-Hispanic",170536,128,1540,1427,82,42,201,88,129453,1311,343,4968,21215,183,1376,1167
"American Indian or Alaska Native, non-Hispanic",188832,21297,21815,342,5081,112,2600,477,49889,703,20331,9214,14750,56,1388,1141
Unknown,409817,1080,12878,9072,3993,293,4575,1768,170931,11422,2166,29004,65622,3490,19356,28159
Other Race,651103,1095,8452,11574,1279,84,4027,1128,420707,14126,6171,30394,88633,3413,16849,17494
Hispanic or Latino,821306,550,6845,21081,3625,1888,1391,1261,426595,6858,2384,39254,167253,39115,7783,67988
"White, non-Hispanic",2117498,3588,39737,32318,6314,1743,12666,3794,1281101,52692,15711,122820,332466,7349,67245,32796
