Category,Maricopa
Total_doses_administered,5255894
Total_people_one_dose,2577688
Total_people_complete,2274969
total_pouluation,2577688
Male-65 years and older,281050
Male-55-64 years,185439
Male-45-54 years,179736
Male-20-44 years,428342
Male-Less than 20 years,135261
Female-65 years and older,351622
Female-55-64 years,208870
Female-45-54 years,195200
Female-20-44 years,459122
Female-Less than 20 years,138608
"American Indian or Alaska Native, non-Hispanic",49889
"Black or African American, non-Hispanic",99012
"Asian or Pacific Islander, non-Hispanic",129453
Unknown,170931
Other Race,420707
Hispanic or Latino,426595
"White, non-Hispanic",1281101
