Category,Navajo
Total_doses_administered,93704
Total_people_one_dose,47304
Total_people_complete,39903
total_pouluation,47304
Male-65 years and older,7201
Male-55-64 years,3512
Male-45-54 years,2637
Male-20-44 years,5629
Male-Less than 20 years,3924
Female-65 years and older,8127
Female-55-64 years,4044
Female-45-54 years,2644
Female-20-44 years,5531
Female-Less than 20 years,4020
"Black or African American, non-Hispanic",198
"Asian or Pacific Islander, non-Hispanic",343
Unknown,2166
Hispanic or Latino,2384
Other Race,6171
"White, non-Hispanic",15711
"American Indian or Alaska Native, non-Hispanic",20331
