Category,Cochise
Total_doses_administered,150053
Total_people_one_dose,77333
Total_people_complete,65428
total_pouluation,77333
Male-65 years and older,10920
Male-55-64 years,5335
Male-45-54 years,4163
Male-20-44 years,11225
Male-Less than 20 years,4735
Female-65 years and older,12883
Female-55-64 years,6372
Female-45-54 years,4677
Female-20-44 years,11862
Female-Less than 20 years,5062
"American Indian or Alaska Native, non-Hispanic",342
"Asian or Pacific Islander, non-Hispanic",1427
"Black or African American, non-Hispanic",1519
Unknown,9072
Other Race,11574
Hispanic or Latino,21081
"White, non-Hispanic",32318
