date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,250,,2.0,,1.0,,3.0,,,,,,1.0,,,,147.0,,1.0,,,,5.0,,73,,1.0,,1.0,,7.0,
2020-12-02,273,23.0,3.0,1.0,2.0,1.0,,,,,,,,,,,162.0,15.0,,,1.0,,,,76,3.0,,,,,,
2020-12-03,295,22.0,5.0,2.0,,,,,,,,,,,,,171.0,9.0,,,,,,,83,7.0,,,,,8.0,1.0
2020-12-04,304,9.0,6.0,1.0,,,,,,,,,,,,,175.0,4.0,,,2.0,1.0,,,85,2.0,,,,,9.0,1.0
2020-12-05,308,4.0,,,,,,,,,,,,,,,177.0,2.0,,,,,,,86,1.0,,,,,,
2020-12-06,312,4.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,88,2.0,,,2.0,1.0,,
2020-12-07,334,22.0,8.0,2.0,,,,,,,,,,,,,186.0,9.0,,,4.0,1.0,,,91,3.0,,,,,,
2020-12-08,348,14.0,9.0,1.0,,,,,,,,,,,,,192.0,6.0,,,,,,,93,2.0,,,,,10.0,1.0
2020-12-09,368,20.0,11.0,2.0,,,,,,,,,,,,,200.0,8.0,,,,,6.0,1.0,102,9.0,,,,,,
2020-12-10,390,22.0,,,,,,,,,,,,,,,214.0,14.0,,,5.0,1.0,,,104,2.0,,,,,11.0,1.0
2020-12-11,408,18.0,,,,,,,,,,,,,,,222.0,8.0,,,,,,,113,9.0,,,,,,
2020-12-12,422,14.0,,,3.0,1.0,,,,,,,,,,,225.0,3.0,2.0,1.0,,,,,118,5.0,,,3.0,1.0,13.0,2.0
2020-12-13,432,10.0,12.0,1.0,,,,,,,,,,,,,230.0,5.0,,,,,,,121,3.0,,,,,,
2020-12-14,455,23.0,,,,,,,,,,,,,,,243.0,13.0,,,6.0,1.0,,,128,7.0,,,,,,
2020-12-15,549,94.0,16.0,4.0,12.0,9.0,4.0,1.0,,,,,,,,,277.0,34.0,,,9.0,3.0,,,155,27.0,,,,,,
2020-12-16,1199,650.0,45.0,29.0,144.0,132.0,5.0,1.0,,,,,,,,,328.0,51.0,4.0,2.0,36.0,27.0,11.0,5.0,165,10.0,,,6.0,3.0,19.0,6.0
2020-12-17,4473,3274.0,92.0,47.0,272.0,128.0,16.0,11.0,80.0,,,,69.0,68.0,,,1581.0,1253.0,,,111.0,75.0,48.0,37.0,1382,1217.0,9.0,8.0,10.0,4.0,44.0,25.0
2020-12-18,8225,3752.0,130.0,38.0,473.0,201.0,24.0,8.0,147.0,67.0,2.0,,109.0,40.0,,,3248.0,1667.0,6.0,2.0,182.0,71.0,82.0,34.0,2755,1373.0,15.0,6.0,,,45.0,1.0
2020-12-19,10805,2580.0,131.0,1.0,518.0,45.0,31.0,7.0,,,,,111.0,2.0,,,4904.0,1656.0,,,184.0,2.0,109.0,27.0,3491,736.0,19.0,4.0,13.0,3.0,48.0,3.0
2020-12-20,11900,1095.0,,,523.0,5.0,,,148.0,1.0,,,112.0,1.0,,,5896.0,992.0,,,186.0,2.0,120.0,11.0,3516,25.0,21.0,2.0,16.0,3.0,51.0,3.0
2020-12-21,17495,5595.0,146.0,15.0,531.0,8.0,43.0,12.0,195.0,47.0,16.0,14.0,148.0,36.0,10.0,,9055.0,3159.0,18.0,12.0,193.0,7.0,271.0,151.0,5026,1510.0,24.0,3.0,19.0,3.0,224.0,173.0
2020-12-22,25353,7858.0,157.0,11.0,588.0,57.0,304.0,261.0,241.0,46.0,42.0,26.0,170.0,22.0,29.0,19.0,13134.0,4079.0,79.0,61.0,272.0,79.0,520.0,249.0,6592,1566.0,71.0,47.0,385.0,366.0,870.0,646.0
2020-12-23,35273,9920.0,322.0,165.0,895.0,307.0,719.0,415.0,372.0,131.0,49.0,7.0,224.0,54.0,42.0,13.0,17829.0,4695.0,289.0,210.0,438.0,166.0,892.0,372.0,8476,1884.0,97.0,26.0,827.0,442.0,1600.0,730.0
2020-12-24,39162,3889.0,331.0,9.0,1219.0,324.0,829.0,110.0,433.0,61.0,53.0,4.0,293.0,69.0,,,19386.0,1557.0,423.0,134.0,546.0,108.0,962.0,70.0,9532,1056.0,122.0,25.0,877.0,50.0,1821.0,221.0
2020-12-25,39308,146.0,333.0,2.0,1318.0,99.0,,,,,,,,,,,19391.0,5.0,,,550.0,4.0,,,9540,8.0,,,893.0,16.0,,
2020-12-26,45870,6562.0,335.0,2.0,1386.0,68.0,851.0,22.0,443.0,10.0,54.0,1.0,321.0,28.0,,,24334.0,4943.0,587.0,164.0,551.0,1.0,1275.0,313.0,10334,794.0,128.0,6.0,931.0,38.0,1920.0,99.0
2020-12-27,48545,2675.0,,,1466.0,80.0,,,446.0,3.0,,,322.0,1.0,,,26567.0,2233.0,648.0,61.0,552.0,1.0,1351.0,76.0,10507,173.0,,,945.0,14.0,1921.0,1.0
2020-12-28,58076,9531.0,407.0,72.0,1669.0,203.0,935.0,84.0,601.0,155.0,56.0,2.0,457.0,135.0,45.0,3.0,31714.0,5147.0,917.0,269.0,895.0,343.0,1791.0,440.0,12322,1815.0,171.0,43.0,1021.0,76.0,2335.0,414.0
2020-12-29,71416,13340.0,738.0,331.0,1998.0,329.0,1009.0,74.0,754.0,153.0,64.0,8.0,582.0,125.0,47.0,2.0,39473.0,7759.0,1298.0,381.0,1272.0,377.0,2422.0,631.0,14251,1929.0,232.0,61.0,1325.0,304.0,2664.0,329.0
2020-12-30,86602,15186.0,899.0,161.0,2424.0,426.0,1215.0,206.0,873.0,119.0,85.0,21.0,738.0,156.0,64.0,17.0,48004.0,8531.0,1636.0,338.0,1642.0,370.0,3277.0,855.0,16349,2098.0,304.0,72.0,2075.0,750.0,3074.0,410.0
2020-12-31,94798,8196.0,1039.0,140.0,2654.0,230.0,1409.0,194.0,959.0,86.0,115.0,30.0,893.0,155.0,69.0,5.0,52005.0,4001.0,1912.0,276.0,1998.0,356.0,3820.0,543.0,17928,1579.0,369.0,65.0,2217.0,142.0,3158.0,84.0
2021-01-01,97647,2849.0,1042.0,3.0,2768.0,114.0,1442.0,33.0,968.0,9.0,117.0,2.0,897.0,4.0,,,53306.0,1301.0,1980.0,68.0,2093.0,95.0,3894.0,74.0,18849,921.0,392.0,23.0,2246.0,29.0,3203.0,45.0
2021-01-02,105422,7775.0,1054.0,12.0,2843.0,75.0,1455.0,13.0,971.0,3.0,,,1093.0,196.0,,,59334.0,6028.0,2029.0,49.0,2095.0,2.0,4412.0,518.0,19506,657.0,395.0,3.0,2366.0,120.0,3209.0,6.0
2021-01-03,108691,3269.0,,,2848.0,5.0,1533.0,78.0,,,,,1096.0,3.0,,,61883.0,2549.0,2055.0,26.0,2099.0,4.0,4579.0,167.0,19880,374.0,401.0,6.0,2371.0,5.0,3211.0,2.0
