Category,Cochise
Total_doses_administered,119182
Total_people_one_dose,67184
Total_people_complete,58853
Total_doses_ordered,89070
total_pouluation,130808
Male-65 years and older,10680
Male-55-64 years,5155
Male-45-54 years,3739
Male-20-44 years,9591
Male-Less than 20 years,2554
Female-65 years and older,12630
Female-55-64 years,6196
Female-45-54 years,4307
Female-20-44 years,9612
Female-Less than 20 years,2628
"American Indian or Alaska Native, non-Hispanic",318
"Black or African American, non-Hispanic",1248
"Asian or Pacific Islander, non-Hispanic",1292
Unknown,9003
Other Race,10190
Hispanic or Latino,16255
"White, non-Hispanic",28878
