Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7090104,31967,149245,119182,21078,8471,51708,17574,2982435,153634,74704,308946,932045,68783,187941,209920
Total_people_complete,3428471,11706,73573,58853,10403,4238,25457,8629,1465304,72853,35922,155577,464554,34582,90264,101052
Total_doses_ordered,5275110,16600,97508,89070,19700,10040,36740,19050,1598808,128270,41410,197908,617012,49212,168620,144368
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3905672,17984,82115,67184,11765,4822,28918,9680,1708130,88494,42037,177093,525376,38558,107878,119505
Male-65 years and older,515392,1915,7681,10680,1644,552,5860,3126,179320,21469,6799,29798,72566,3592,23849,15886
Male-55-64 years,296303,1271,5987,5155,982,598,2627,692,125748,8368,3510,13660,36473,2615,8434,8823
Male-45-54 years,256592,981,5404,3739,859,486,1610,321,124012,4259,2482,12580,31363,3010,4881,7757
Male-20-44 years,602918,2353,16263,9591,2000,1030,3116,524,285374,7018,5229,28472,76508,7541,9459,22334
Male-Less than 20 years,154621,2422,3099,2554,338,52,720,143,76590,1182,2788,5362,20072,2427,1919,4777
Female-65 years and older,635902,2020,8782,12630,2072,527,6215,3032,232713,23923,7471,34164,95678,4341,29785,17968
Female-55-64 years,341397,1391,6719,6196,1119,413,2911,849,145084,9752,3769,14589,45139,2663,10795,9279
Female-45-54 years,281876,970,5539,4307,772,366,1710,351,137968,4513,2504,11341,37130,2874,5680,8007
Female-20-44 years,637926,2142,18749,9612,1573,750,3237,461,310245,6533,4564,21096,88234,6962,9601,19231
Female-Less than 20 years,163327,2509,3812,2628,395,45,851,161,79298,1320,2887,5439,21277,2464,2165,5081
"Black or African American, non-Hispanic",105776,274,587,1248,70,46,94,30,65502,605,219,5009,10165,34,545,663
"American Indian or Alaska Native, non-Hispanic",114780,10454,17124,318,982,84,5756,200,36155,894,14890,8530,10941,16,1066,1559
"Asian or Pacific Islander, non-Hispanic",147761,163,1216,1292,62,49,257,73,80358,1275,401,3202,13300,98,1407,718
Unknown,423636,998,16917,9003,3788,389,5409,2639,169560,15055,2139,35732,84032,2337,27242,33395
Hispanic or Latino,649991,1761,5729,16255,1931,2124,1300,1008,307912,6166,2191,27844,123162,29288,6671,51200
Other Race,658902,1204,9497,10190,907,130,4808,1103,261546,15787,8106,18899,66317,2014,16499,10507
"White, non-Hispanic",1804826,3130,31045,28878,4025,2000,11294,4627,787097,48712,14091,77877,217459,4771,54448,21463
