Category,Mohave
Total_doses_administered,153634
Total_people_one_dose,88494
Total_people_complete,72853
Total_doses_ordered,128270
total_pouluation,216985
Male-65 years and older,21469
Male-55-64 years,8368
Male-45-54 years,4259
Male-20-44 years,7018
Male-Less than 20 years,1182
Female-65 years and older,23923
Female-55-64 years,9752
Female-45-54 years,4513
Female-20-44 years,6533
Female-Less than 20 years,1320
"Black or African American, non-Hispanic",605
"American Indian or Alaska Native, non-Hispanic",894
"Asian or Pacific Islander, non-Hispanic",1275
Hispanic or Latino,6166
Unknown,15055
Other Race,15787
"White, non-Hispanic",48712
