Category,Gila
Total_doses_administered,51708
Total_people_one_dose,28918
Total_people_complete,25457
Total_doses_ordered,36740
total_pouluation,55159
Male-65 years and older,5860
Male-55-64 years,2627
Male-45-54 years,1610
Male-20-44 years,3116
Male-Less than 20 years,720
Female-65 years and older,6215
Female-55-64 years,2911
Female-45-54 years,1710
Female-20-44 years,3237
Female-Less than 20 years,851
"Black or African American, non-Hispanic",94
"Asian or Pacific Islander, non-Hispanic",257
Hispanic or Latino,1300
Other Race,4808
Unknown,5409
"American Indian or Alaska Native, non-Hispanic",5756
"White, non-Hispanic",11294
