Category,Yuma
Total_doses_administered,252796
Total_people_one_dose,136208
Total_people_complete,117659
total_pouluation,136208
Male-65 years and older,14704
Male-55-64 years,9607
Male-45-54 years,8590
Male-20-44 years,25386
Male-Less than 20 years,7904
Female-65 years and older,17227
Female-55-64 years,10282
Female-45-54 years,9473
Female-20-44 years,24143
Female-Less than 20 years,8440
"Black or African American, non-Hispanic",681
"American Indian or Alaska Native, non-Hispanic",1035
"Asian or Pacific Islander, non-Hispanic",1041
Other Race,14969
"White, non-Hispanic",27819
Unknown,30276
Hispanic or Latino,60387
