Category,Apache
Total_doses_administered,37180
Total_people_one_dose,20748
Total_people_complete,12904
total_pouluation,20748
Male-65 years and older,2186
Male-55-64 years,1483
Male-45-54 years,1140
Male-20-44 years,2691
Male-Less than 20 years,2687
Female-65 years and older,2553
Female-55-64 years,1581
Female-45-54 years,1137
Female-20-44 years,2520
Female-Less than 20 years,2762
"Black or African American, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",109
Hispanic or Latino,476
Other Race,1237
Unknown,1376
"White, non-Hispanic",3204
"American Indian or Alaska Native, non-Hispanic",14299
