Category,Maricopa
Total_doses_administered,4781481
Total_people_one_dose,2454402
Total_people_complete,2166143
total_pouluation,2454402
Male-65 years and older,273033
Male-55-64 years,180465
Male-45-54 years,173915
Male-20-44 years,410867
Male-Less than 20 years,110615
Female-65 years and older,342362
Female-55-64 years,203872
Female-45-54 years,189510
Female-20-44 years,440544
Female-Less than 20 years,114818
"American Indian or Alaska Native, non-Hispanic",45090
"Black or African American, non-Hispanic",88720
"Asian or Pacific Islander, non-Hispanic",117195
Unknown,188733
Hispanic or Latino,394958
Other Race,447077
"White, non-Hispanic",1172629
