Category,Coconino
Total_doses_administered,166042
Total_people_one_dose,86293
Total_people_complete,77460
total_pouluation,86293
Male-65 years and older,8881
Male-55-64 years,6022
Male-45-54 years,5496
Male-20-44 years,16097
Male-Less than 20 years,4158
Female-65 years and older,10096
Female-55-64 years,6828
Female-45-54 years,5639
Female-20-44 years,18360
Female-Less than 20 years,4461
"Black or African American, non-Hispanic",658
"Asian or Pacific Islander, non-Hispanic",1388
Hispanic or Latino,6204
Other Race,10560
Unknown,15258
"American Indian or Alaska Native, non-Hispanic",18825
"White, non-Hispanic",33400
