Category,Coconino
Total_doses_administered,134068
Total_people_one_dose,73470
Total_people_complete,65758
Total_doses_ordered,95810
total_pouluation,147275
Male-65 years and older,7193
Male-55-64 years,5528
Male-45-54 years,4839
Male-20-44 years,14387
Male-Less than 20 years,2043
Female-65 years and older,8286
Female-55-64 years,6273
Female-45-54 years,5128
Female-20-44 years,16906
Female-Less than 20 years,2816
"Black or African American, non-Hispanic",0.0066149448754594
"Asian or Pacific Islander, non-Hispanic",0.0143187695658092
Hispanic or Latino,0.0621750374302436
Other Race,0.1187151218184293
"American Indian or Alaska Native, non-Hispanic",0.1968558595345039
Unknown,0.2189873417721519
"White, non-Hispanic",0.3823329250034028
